,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
2699,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=393c85a0c2f3d5db2a0c087bb1180ab2,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2700,C照面包车货运司机,重庆八匹马科技发展有限公司,6500.0,重庆·渝北区,1年,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140457139.html?s=sou_sou_soulb&t=0_0&req=993b468a3c303388a92f252f7ac3d81c,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
2701,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=6b8fe469f8cad556b8e864e8435fa314,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2702,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=efcbd6b4641445d275288ea5e20ab57f,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2703,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=fa0c1f8acb3339f36e03bf7318591c86,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2704,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=06f070d3d37b7a7f8fa0bb8d58e45933,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
2705,高级/薪酬福利专员 Sr./C&B Specialist,杜莎夫人展览（上海）有限公司,11000.0,上海·普陀区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/143151167.html?s=sou_sou_soulb&t=0_0&req=cbe214186d2f7bfca25a42dee68d7fd1,https://jobs.51job.com/all/coUzQGZAJiBTIBbFQ_VTQ.html
2706,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=e1360d1397c766f10117fa49c498fa01,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
2707,C/C++开发工程师,北京量子伟业信息技术股份有限公司,13500.0,南京·鼓楼区,3-4年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/nanjing/144771416.html?s=sou_sou_soulb&t=0_0&req=b204cdf94718eb1c849bc13b4fcd9ac8,https://jobs.51job.com/all/coA2NVMFQ0VWkOalY0.html
2708,销售总监（To C）,杭州双纯环境技术有限公司,5000.0,杭州·滨江区,8-9年,大专,民营,50-150人,多元化业务集团公司,https://jobs.51job.com/hangzhou/142780419.html?s=sou_sou_soulb&t=0_0&req=7c48415a894d7b0c2344dfc0ea7c5982,https://jobs.51job.com/all/coBWBVOARnBDwAYgJoBWQ.html
2709,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=d72cc144a512e500ca4a77b9d74bfc33,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
2710,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/guangzhou/147918067.html?s=sou_sou_soulb&t=0_0&req=719dc1683d2759a6e94c580e1fc476ed,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2711,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=564b847c94fa30983df580cde81adfd3,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2712,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=ff309f133602e7ef080ab7481b50ec0b,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
2713,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=597d454e55c7f72ca1e4f21934f16b1e,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2714,C本驾照司机 五险一金,石家庄德翔供应链管理有限公司,10000.0,石家庄,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shijiazhuang/148373870.html?s=sou_sou_soulb&t=0_0&req=3a74bf83477dddda4356f19c1e70d8ae,https://jobs.51job.com/all/coB2ZcPwNmAjgEYARjVzI.html
2715,C/C++开发工程师,武汉中蓬科技有限公司,7200.0,武汉·东湖新技术产业开发区,1年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/144085225.html?s=sou_sou_soulb&t=0_0&req=07e18a3ae4910febc91dfe69ae87d742,https://jobs.51job.com/all/coBGQFaV47ADYHZlQxBWI.html
2716,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=3dbc9fec8c112fc4c85a51a960638aac,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2717,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=4849b694642bc0ddbd3dc8e68f217a6f,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2718,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=c77c6ea7936f6f930b8a2adb5f19211a,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
2719,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=665344c9cadc336845e40ce188df64f1,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2720,C开发工程师,深圳市紫川软件有限公司,15000.0,西安,2年,本科,民营,500-1000人,,https://jobs.51job.com/xian/147077390.html?s=sou_sou_soulb&t=0_0&req=ab94ce8ccbbdbd7cc9261ea5a6cfd22c,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
2721,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=e416ad7a5660cf5e19f4e838ab422b43,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
2722,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=0d36602c3b51c84dcf514231530e5978,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2723,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
2724,货运司机+C证+多劳多得,弘道（苏州）物流有限公司,10000.0,苏州·吴中区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/suzhou/145612645.html?s=sou_sou_soulb&t=0_0&req=d008cf37961ea20ac5904719caac5f0a,https://jobs.51job.com/all/coCGhQMQBrAD5WNARkVTU.html
2725,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=d7391fb651f12a9b94b8421d85eee03a,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2726,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=1ae32fede4820a985fbe9c21a7da30ad,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
2727,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=a2d984e809c750fe1c71a2a63666d27c,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2728,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=2a19269e119de52e6cda2a6ae205d14a,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2729,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=2470964006d764bf1327864742e6021d,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2730,C开发工程师,深圳市紫川软件有限公司,15000.0,西安,2年,本科,民营,500-1000人,,https://jobs.51job.com/xian/147077390.html?s=sou_sou_soulb&t=0_0&req=671132b8d3cd8eaa697e2a6660491d70,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
2731,C/C++软件工程师 ( 视景仿真）,南京乐飞航空技术有限公司,8500.0,南京·鼓楼区,1年,本科,民营,少于50人,航天/航空,https://jobs.51job.com/nanjing/121244405.html?s=sou_sou_soulb&t=0_0&req=fb984df6852c93b65db8416dfc483940,https://jobs.51job.com/all/coVjJQMlc3BThVOABrUzE.html
2732,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=52d418b8b8f2e9d9be03e22bee001358,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
2733,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=41b767d711f119ad4804c3bc46de449f,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2734,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=2d6c4f6dc243e800e70e4346bfcf9a43,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2735,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=595a785e4ad318ef8c5ec128b5f88e97,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
2736,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=fee65528e4fc3ab3522be55e39c50626,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
2737,高级销售主任——C-Touch,励展博览集团,9000.0,上海,2年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/shanghai/148412479.html?s=sou_sou_soulb&t=0_0&req=cbbd1d27480db9069c1966fb8598dbd4,https://jobs.51job.com/all/coVDACYVE6UWdTNFQ3AWM.html
2738,内衣厂急招C牌送货司机,东莞市亿茂供应链管理有限公司,13000.0,东莞·松山湖区,无需经验,,已上市,50-150人,,https://jobs.51job.com/dongguan/148122366.html?s=sou_sou_soulb&t=0_0&req=55522cc7bceefda5a0047935e9ca3eb7,https://jobs.51job.com/all/coB2YCYVU_BTxVN1AwUTE.html
2739,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=12def6f3466226e201aa5ead958cf3fb,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
2740,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=6df088b982e09dbfccb133bff6201aa0,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2741,C/C++软件工程师 ( 视景仿真）,南京乐飞航空技术有限公司,8500.0,南京·鼓楼区,1年,本科,民营,少于50人,航天/航空,https://jobs.51job.com/nanjing/121244405.html?s=sou_sou_soulb&t=0_0&req=f5fed122b3ffccd75f0651f4bc1f0b9f,https://jobs.51job.com/all/coVjJQMlc3BThVOABrUzE.html
2742,C照面包车货运司机,重庆八匹马科技发展有限公司,6500.0,重庆·渝北区,1年,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140457139.html?s=sou_sou_soulb&t=0_0&req=fabb680628e55f25897558bf148f9b62,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
2743,C/C++开发工程师,上海申隆计算机技术有限公司,11500.0,上海·浦东新区,1年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/shanghai/106152671.html?s=sou_sou_soulb&t=0_0&req=524e08c75e5f0d66f29a085cdda447c6,https://jobs.51job.com/all/coBWYAZVM5Bj5SP1czVDc.html
2744,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=4e8d5d72f9ef11b4bf6966d95ce27ec3,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2745,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=103cb238f34494a62425fb23597f0e09,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
2746,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=213e089104fab9266630bf622f8fb5b4,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2747,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=e68042ae204fc1fd2c0dc3431b7c4e4a,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
2748,百荣招C证电车司机,河南次晨达物流有限公司,5100.0,郑州·管城回族区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148363855.html?s=sou_sou_soulb&t=0_0&req=fc0ef3ff2777933d55a8f2df5af8e191,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2749,货运司机+C证+多劳多得,弘道（苏州）物流有限公司,10000.0,苏州·吴中区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/suzhou/145612645.html?s=sou_sou_soulb&t=0_0&req=b2ad76f197be36b25ac1a92808e996fb,https://jobs.51job.com/all/coCGhQMQBrAD5WNARkVTU.html
2750,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=ca861f67861d8c06232bbf1979061ebd,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
2751,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=01be18a0c7d496ed1e64e69af9a8a4cd,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
2752,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=0146ee0417fe69d0e02953ecdf87c9d2,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2753,C&B Specialist,法中轨道交通运输设备（上海）有限公司,13500.0,上海·宝山区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/147884491.html?s=sou_sou_soulb&t=0_0&req=198d41a60a066de6199300ba50b84b19,https://jobs.51job.com/all/coB2ZcOgRjBDoAbFA1UD0.html
2754,高级销售主任——C-Touch,励展博览集团,9000.0,上海,2年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/shanghai/148412479.html?s=sou_sou_soulb&t=0_0&req=927e2598d6866a6d9e6ab6bd7a7862e3,https://jobs.51job.com/all/coVDACYVE6UWdTNFQ3AWM.html
2755,c/c++开发工程师,广州市富元电子有限公司,9000.0,广州·天河区,1年,本科,民营,少于50人,汽车,https://jobs.51job.com/guangzhou/148334891.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coAGUHawJjAD8Ob1YwXDo.html
2756,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2757,CCD机器视觉检测调试员,陕西波特兰电子科技有限责任公司,6500.0,西安·浐灞生态区,2年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/xian/142752011.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coAGQFaVQ_BDMEZg1qAG0.html
2758,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2759,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2760,C/C++开发工程师,上海竣智信息技术有限公司,9000.0,成都·金牛区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/chengdu/141437380.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coVDAFYV46VWlSPwJgBms.html
